trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.999995500003375}",25,0,-67.1512391164887,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.999982000054}",20,14,-3.162090216569325,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.9999595002733742}",20,0,-86.49694767126196,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9999280008639958}",25,12,-104.80773388756336,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
5,False,"{'a': 0.5, 'e': 0.9998875021093592}",20,7,-40.46145651488287,"{0: 6, 1: 4, 2: 3, 3: 0, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0.9998380043739528}",20,0,-110.0248354153943,"{0: 8, 1: 1, 2: 11, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9997795081032559}",25,0,-58.50260312865749,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9997120138237345}",25,0,-113.25219965270792,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9996355221428369}",25,0,-54.39401787450803,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.9995500337489875}",20,4,-97.26752464562566,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
11,False,"{'a': 0.5, 'e': 0.9994555494115813}",30,0,-120.18568780088057,"{0: 19, 1: 0, 2: 10, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9993520699809768}",30,0,-174.7714150780979,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.999239596388488}",20,0,-29.762065446241348,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9991181296463766}",20,0,-48.9284713154677,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9989876708478425}",20,0,-90.77561301467692,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9988482211670138}",20,0,-111.5985091402731,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9986997818589368}",30,0,-153.65623853428545,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.9985423542595644}",20,0,-69.44879489188932,"{0: 11, 1: 6, 2: 1, 3: 2, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9983759397857438}",20,0,-45.537398747823225,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9982005399352042}",25,0,-101.03321003466101,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9980161562865429}",25,0,-109.67365892308189,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9978227904992117}",20,9,-46.100090149548585,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.9976204443135014}",20,0,-57.137615671528046,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.9974091195505261}",35,0,-126.04369892923366,"{0: 21, 1: 6, 2: 6, 3: 1, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9971888181122075}",35,0,-284.2197982915843,"{0: 18, 1: 4, 2: 6, 3: 3, 4: 4}",0
26,False,"{'a': 0.5, 'e': 0.9969595419812568}",20,0,-78.14651273737103,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.9967212932211577}",20,12,-50.65925451485043,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
28,False,"{'a': 0.5, 'e': 0.9964740739761475}",20,0,-131.54842759826983,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9962178864711978}",20,0,-93.87058531791673,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9959527330119943}",20,8,-57.29055317341994,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.9956786159849162}",20,0,-110.73153613456674,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9953955378570153}",20,0,-149.51933778623308,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.9951035011759926}",20,0,-129.1145128084774,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.994802508570176}",30,14,-125.45666180196726,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.9944925627484974}",25,0,-174.83373167858127,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.9941736665004669}",20,0,-114.25451884604179,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.9938458226961485}",20,9,-12.450024934537165,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.9935090342861342}",30,0,-102.75140263133918,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.9931633043015177}",25,0,-179.67440118219284,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,0,-82.65373327557387,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9924450321351935}",20,0,-133.33778613722475,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.9920724964179307}",25,0,-265.6461113435036,"{0: 10, 1: 1, 2: 9, 3: 1, 4: 4}",0
43,False,"{'a': 0.5, 'e': 0.9916910320548965}",35,0,-57.47234020852118,"{0: 25, 1: 4, 2: 6, 3: 0, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.9913006424792677}",30,0,-219.65726832544482,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
45,False,"{'a': 0.5, 'e': 0.9909013312045479}",20,0,-119.75756121149016,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.9904931018245359}",20,0,-104.90692743485147,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9900759580132933}",20,0,-155.66651058810174,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.9896499035251115}",25,0,-120.56724869628756,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9892149421944781}",35,0,-127.8588815616939,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.9887710779360422}",25,0,-95.918876998175,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.9883183147445792}",20,0,-129.22263803286242,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9878566566949545}",25,0,-198.32336781656298,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
53,False,"{'a': 0.5, 'e': 0.9873861079420876}",20,0,-124.58078852707044,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.986906672720914}",30,0,-105.75485680449395,"{0: 17, 1: 3, 2: 9, 3: 1, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.9864183553463477}",20,0,-39.840045694960025,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.9859211602132415}",30,0,-34.53524086750142,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.9854150917963483}",25,4,-136.99853775824442,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 3}",1
58,False,"{'a': 0.5, 'e': 0.9849001546502806}",25,0,-122.92574569798171,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.984376353409469}",20,0,-174.67141572180276,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
60,False,"{'a': 0.5, 'e': 0.9838436927881214}",20,0,-120.03066496480785,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9833021775801796}",20,0,-75.37914881447173,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.9827518126592768}",30,3,-70.59214746918659,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.9821926029786937}",25,0,-234.47311745766197,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
64,False,"{'a': 0.5, 'e': 0.9816245535713135}",30,0,-147.85475655102871,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9810476695495772}",30,0,-91.74468613378734,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9804619561054371}",30,0,-91.56689854116058,"{0: 16, 1: 6, 2: 8, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.97986741851031}",20,0,-115.14600258034747,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9792640621150305}",20,0,-198.39566971752075,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
69,False,"{'a': 0.5, 'e': 0.978651892349802}",25,0,-77.3151605367717,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9780309147241483}",20,0,-115.06779536499268,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.9774011348268636}",20,0,-184.06723501137324,"{0: 10, 1: 1, 2: 3, 3: 4, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.9767625583259631}",20,0,-63.65311665911218,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9761151909686308}",20,0,-74.34607698705301,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9754590385811684}",20,0,-114.95725775676384,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.9747941070689433}",30,0,-54.23841997604778,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9741204024163344}",25,1,-160.91617535489684,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 3}",1
77,False,"{'a': 0.5, 'e': 0.9734379306866789}",25,0,-121.46752664873408,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9727466980222181}",25,0,-118.77045458356255,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9720467106440411}",20,0,-71.27575597263933,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9713379748520296}",20,0,-89.14937111898472,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.970620497024801}",20,0,-98.10201836704084,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9698942836196508}",20,0,-176.41669768088929,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.9691593411724948}",25,0,-191.70693177307754,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
84,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-74.49385743594156,"{0: 12, 1: 4, 2: 1, 3: 3, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9676632956885756}",20,0,-109.09439828203399,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9669022061162116}",20,1,-77.08283179194066,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.966132414430519}",25,0,-49.83092877917931,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-110.36865008125395,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.9645667525098851}",20,0,-34.36940602499752,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,11,-28.87699035893935,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.962966366290334}",20,0,-48.59639714744877,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9621531695239809}",20,0,-61.09639521305208,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.9613313133855966}",20,8,-77.1672581500566,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.960500805271881}",20,0,-86.7474118679108,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9596616526574011}",25,0,-194.47639163235934,"{0: 11, 1: 6, 2: 4, 3: 1, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.9588138630945251}",20,0,-98.58624836330799,"{0: 9, 1: 8, 2: 1, 3: 1, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9579574442133532}",20,0,-47.16530131786242,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.9570924037216496}",25,0,-176.2611261001037,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
99,False,"{'a': 0.5, 'e': 0.9562187494047729}",20,0,-30.12261423409411,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-44.73137760457719,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9544456308244855}",20,0,-164.2746902703817,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.9535461825191301}",20,0,-94.54774855449752,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9526381523045685}",20,0,-132.7725422135151,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,0,-74.71260374331636,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9507963789140532}",25,0,-109.10076671934098,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.9498626523140478}",20,0,-57.65625383230861,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.948920376956583}",20,0,-171.82805242608927,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
108,False,"{'a': 0.5, 'e': 0.9479695613221308}",30,0,-210.7800464052919,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
109,False,"{'a': 0.5, 'e': 0.9470102139680256}",25,0,-103.58972573275452,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.946042343528387}",20,0,-158.43399684497305,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
111,False,"{'a': 0.5, 'e': 0.9450659587140423}",25,0,-56.325889072106676,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-50.26435103810309,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.9430876811876123}",20,0,-143.54793913572493,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9420858062800114}",30,0,-143.33899299230018,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.941075452606513}",20,0,-110.97328464205359,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,-132.93536946669693,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9390293454107558}",35,0,-246.27707365294557,"{0: 17, 1: 5, 2: 8, 3: 2, 4: 3}",0
118,False,"{'a': 0.5, 'e': 0.937993610303448}",25,0,-149.78212198396074,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9369494332599789}",30,0,-93.60262688766464,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9358968236779348}",20,0,-240.1031342893669,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 5}",0
121,False,"{'a': 0.5, 'e': 0.9348357910307951}",25,0,-99.88244261818362,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.933766344867846}",25,0,-143.27102136453422,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.9326884948140962}",30,0,-100.52273480099176,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9316022505701886}",25,0,-135.69082325844332,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9305076219123143}",30,0,-241.95800204143168,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
126,False,"{'a': 0.5, 'e': 0.9294046186921237}",20,5,-89.51340802858333,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
127,False,"{'a': 0.5, 'e': 0.9282932508366383}",25,1,-178.5025995632964,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 3}",1
128,False,"{'a': 0.5, 'e': 0.9271735283481612}",35,3,-98.37910963075674,"{0: 20, 1: 6, 2: 5, 3: 0, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.9260454613041876}",30,0,-143.78613461780213,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.9249090598573131}",20,0,-162.4862583433528,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
131,False,"{'a': 0.5, 'e': 0.9237643342351428}",20,0,-27.903281812149537,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.9226112947402}",20,0,-97.82144023947664,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.921449951749832}",25,0,-77.44369631105545,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.9202803157161181}",20,0,-123.58430877643268,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9191023971657747}",20,0,-95.88188312325768,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.9179162067000607}",20,0,-214.1633716849662,"{0: 7, 1: 5, 2: 4, 3: 0, 4: 4}",0
137,False,"{'a': 0.5, 'e': 0.9167217549946823}",30,15,-44.369821346483555,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.9155190527996969}",25,0,-241.33876439816518,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
139,False,"{'a': 0.5, 'e': 0.914308110939416}",35,0,-196.30331351539246,"{0: 18, 1: 4, 2: 10, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9130889403123083}",20,0,-36.89076427471704,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.911861551890901}",20,0,-134.80598033182997,"{0: 10, 1: 6, 2: 1, 3: 1, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,0,-97.39663497184249,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9093821659249989}",20,0,-35.732075076553286,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.9081301906949609}",20,1,-122.43725309088371,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 2}",1
145,False,"{'a': 0.5, 'e': 0.9068700422993367}",25,0,-223.1923483403246,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 4}",0
146,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-98.3674249499971,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9043252714500934}",25,0,-169.08819717719373,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
148,False,"{'a': 0.5, 'e': 0.903040671899395}",20,0,-94.49085341620268,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.901747944988745}",25,0,-72.88473662978996,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.9004471023526769}",25,0,-135.95351262717503,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.8991381556987657}",25,5,-61.46459930052871,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,0,-117.88101920418144,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.896495997532288}",25,0,-132.29211025258,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.8951628097991272}",20,2,-86.96766178860629,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
155,False,"{'a': 0.5, 'e': 0.8938215656067205}",25,4,-82.43282027438178,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.8924722770262568}",35,14,-51.04256723243467,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,-52.6951173323445,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.8897496153478003}",25,2,-70.80067446334573,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.8883762667537444}",20,11,-6.7144634032419495,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-89.52987436150678,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.8856055958565062}",20,0,-58.328281419115854,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,7,-57.12367635187594,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.8828030432534625}",30,0,-94.88499414347022,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.8813898427961513}",25,0,-237.96005695768764,"{0: 12, 1: 0, 2: 7, 3: 3, 4: 3}",0
165,False,"{'a': 0.5, 'e': 0.8799687098362042}",35,0,-274.0059288575252,"{0: 17, 1: 3, 2: 10, 3: 1, 4: 4}",0
166,False,"{'a': 0.5, 'e': 0.8785396571638084}",35,0,-77.2096250919075,"{0: 24, 1: 6, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.8771026976404284}",25,0,-129.25923075075275,"{0: 16, 1: 2, 2: 2, 3: 4, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-200.10680877069882,"{0: 15, 1: 4, 2: 1, 3: 1, 4: 4}",0
169,False,"{'a': 0.5, 'e': 0.8742051098422644}",20,0,-65.48834019007553,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.8727445076457513}",20,0,-133.21471528226516,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.8712760507545603}",30,0,-118.26435545430233,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-31.719657420652478,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.8683156258231266}",30,0,-194.33310640447212,"{0: 12, 1: 7, 2: 7, 3: 3, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-169.6135351525597,"{0: 11, 1: 2, 2: 1, 3: 4, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.8653239416229412}",20,0,-109.88956431945485,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-136.59588436685013,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.8623011058543124}",20,0,-60.59325075403242,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.8607780400949321}",20,0,-96.62023212128503,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.8592472273390012}",25,0,-73.78955216612263,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.8577086813638242}",25,6,-152.91802139366965,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 3}",1
181,False,"{'a': 0.5, 'e': 0.8561624160163044}",20,0,-85.07704029540858,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.8546084452128195}",30,0,-39.12877626229976,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.8530467829390963}",25,0,-90.90262397268778,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.8514774432500848}",20,0,-121.51117573505037,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
